"Group.1","x"
"handl money",12
"handl much",11
"handl payment",13
"handl problem",27
"handl sizabl",16
"handl transact",21
"handl unusu",11
"handsom dividend",13
"hang fruit",20
"happen bank",48
"happen believ",31
"happen busi",13
"happen can",31
"happen chang",11
"happen cours",15
"happen credit",11
"happen current",14
"happen demand",14
"happen dollar",24
"happen earli",11
"happen economi",87
"happen even",16
"happen event",13
"happen everi",11
"happen exampl",16
"happen fed",23
"happen feder",22
"happen financi",17
"happen first",31
"happen follow",13
"happen foreign",13
"happen futur",21
"happen great",11
"happen happen",27
"happen hous",15
"happen howev",14
"happen inflat",30
"happen interest",31
"happen intern",14
"happen last",46
"happen late",11
"happen local",11
"happen mani",12
"happen manufactur",11
"happen market",18
"happen might",11
"happen monetari",15
"happen money",15
"happen nation",19
"happen new",11
"happen next",31
"happen now",22
"happen often",12
"happen one",37
"happen overnight",16
"happen past",48
"happen peopl",13
"happen price",20
"happen product",12
"happen real",17
"happen recent",22
"happen right",11
"happen s",31
"happen sinc",32
"happen t",11
"happen think",18
"happen time",57
"happen today",13
"happen u",32
"happen unit",24
"happen without",12
"happen world",15
"happen year",24
"happen yet",16
"happi answer",41
"happi appear",16
"happi avoid",23
"happi life",12
"happi note",12
"happi opportun",27
"happi report",16
"happi respond",21
"happi say",32
"happi see",15
"happi take",87
"happi today",12
"har market",20
"hard achiev",28
"hard address",13
"hard argu",33
"hard asset",26
"hard avoid",15
"hard believ",74
"hard can",14
"hard choic",47
"hard come",19
"hard core",50
"hard currenc",26
"hard data",28
"hard decis",42
"hard develop",18
"hard earn",45
"hard econom",12
"hard enough",44
"hard ensur",13
"hard estim",13
"hard evid",28
"hard expect",22
"hard experi",13
"hard fact",59
"hard find",65
"hard forecast",12
"hard fought",13
"hard gaug",20
"hard get",37
"hard good",12
"hard hit",166
"hard identifi",16
"hard imagin",78
"hard improv",13
"hard interpret",13
"hard judg",19
"hard keep",11
"hard know",32
"hard land",20
"hard lesson",21
"hard long",11
"hard look",36
"hard maintain",11
"hard make",28
"hard may",11
"hard measur",38
"hard money",13
"hard need",21
"hard new",17
"hard number",16
"hard one",16
"hard pin",11
"hard predict",62
"hard press",95
"hard problem",11
"hard put",13
"hard quantifi",24
"hard question",22
"hard say",34
"hard see",56
"hard seem",21
"hard success",12
"hard surpris",42
"hard tell",15
"hard think",23
"hard time",76
"hard understand",47
"hard upon",14
"hard way",43
"hard won",71
"hard work",232
"harder achiev",19
"harder come",18
"harder find",25
"harder forecast",15
"harder get",17
"harder time",20
"hardest hit",83
"hardest part",14
"hardship mani",17
"hardship worker",11
"hardwar softwar",76
"harker presid",195
"harm consequ",19
"harm consum",12
"harm done",13
"harm econom",13
"harm economi",33
"harm effect",24
"harm financi",12
"harm good",47
"harm u",13
"harri jan",14
"harriett harper",17
"harsh winter",12
"harvard busi",47
"harvard professor",12
"harvard univers",58
"harvey rosenblum",32
"hasn t",128
"hasn’t happen",11
"hasten add",80
"hasten consolid",12
"hasten say",20
"hate see",12
"hatzius kenneth",13
"haunt us",16
"hav e",44
"hav ing",30
"havedigit fraser",22
"haven connecticut",18
"haven flow",14
"haven t",180
"haven’t chang",16
"haven’t said",11
"haven’t seen",42
"haven’t yet",17
"haver analyt",20
"hawk dove",17
"hawkin act",62
"hawkin report",12
"hawkin testimoni",11
"hawley tariff",12
"hayek s",34
"hazard associ",32
"hazard bank",21
"hazard concern",12
"hazard creat",20
"hazard effect",27
"hazard encourag",12
"hazard guess",19
"hazard incent",15
"hazard insur",11
"hazard issu",16
"hazard merger",12
"hazard problem",85
"hazard risk",18
"head back",16
"head bank",18
"head board",11
"head central",13
"head direct",15
"head famili",20
"head feder",20
"head first",15
"head futur",16
"head head",14
"head higher",14
"head household",32
"head inflat",12
"head inflationari",14
"head new",12
"head next",23
"head offic",251
"head recess",16
"head right",14
"head s",17
"head someon",12
"head start",24
"head state",14
"head steam",18
"head supervis",19
"head toward",29
"head year",11
"headlin consum",21
"headlin core",42
"headlin cpi",19
"headlin inflat",360
"headlin measur",22
"headlin number",30
"headlin pce",64
"headlin person",15
"headlin rate",14
"headlin unemploy",59
"headquart state",18
"headquart washington",13
"headway made",17
"headwind continu",11
"headwind face",11
"headwind hold",17
"headwind includ",15
"headwind still",12
"headwind tailwind",21
"headwind u",14
"heal process",29
"heal slowli",11
"health balanc",15
"health bank",67
"health benefit",32
"health care",702
"health communiti",34
"health concern",12
"health crisi",37
"health econom",16
"health economi",160
"health educ",59
"health financi",61
"health growth",11
"health hous",16
"health household",15
"health human",17
"health individu",13
"health insur",75
"health labor",25
"health nation",47
"health o",12
"health outcom",15
"health problem",19
"health program",23
"health risk",16
"health safeti",69
"health servic",48
"health spend",11
"health stabil",18
"health u",41
"health vital",11
"health welfar",19
"health well",20
"health world",19
"healthcar system",13
"healthi bank",69
"healthi busi",11
"healthi communiti",20
"healthi competit",38
"healthi consum",12
"healthi debat",19
"healthi demand",19
"healthi develop",13
"healthi dose",18
"healthi econom",65
"healthi economi",163
"healthi environ",14
"healthi even",12
"healthi expans",25
"healthi financi",33
"healthi gain",24
"healthi grow",121
"healthi growth",149
"healthi incom",13
"healthi increas",21
"healthi job",24
"healthi labor",30
"healthi level",23
"healthi long",12
"healthi margin",11
"healthi market",15
"healthi now",15
"healthi one",19
"healthi outlook",11
"healthi pace",109
"healthi percent",29
"healthi process",11
"healthi rate",45
"healthi recoveri",16
"healthi return",13
"healthi skeptic",11
"healthi strong",16
"healthi sustain",46
"healthi u",13
"healthi vibrant",13
"healthi wage",13
"healthi well",13
"healthi world",12
"healthier economi",16
"healthier rate",12
"hear anecdot",29
"hear argument",12
"hear bank",15
"hear banker",15
"hear bill",21
"hear broad",11
"hear busi",40
"hear comment",29
"hear committe",12
"hear communiti",15
"hear complaint",19
"hear concern",23
"hear direct",35
"hear discuss",12
"hear employ",16
"hear fed",12
"hear feder",26
"hear first",13
"hear good",11
"hear great",12
"hear held",42
"hear hous",11
"hear idea",16
"hear insight",12
"hear like",16
"hear lot",38
"hear mani",36
"hear monetari",24
"hear much",29
"hear number",14
"hear often",14
"hear one",17
"hear panel",12
"hear peopl",18
"hear person",16
"hear perspect",23
"hear polici",12
"hear present",17
"hear propos",12
"hear question",21
"hear read",15
"hear report",24
"hear say",11
"hear senat",13
"hear short",15
"hear stori",17
"hear subcommitte",11
"hear suggest",11
"hear talk",14
"hear thought",25
"hear time",16
"hear today",24
"hear two",15
"hear view",41
"heard anecdot",12
"heard banker",12
"heard busi",13
"heard concern",12
"heard great",13
"heard lot",33
"heard mani",56
"heard much",24
"heard number",14
"heard report",11
"heard said",12
"heard say",12
"heard stori",19
"heart attack",18
"heart central",11
"heart crisi",11
"heart financi",17
"heart problem",16
"hearten see",13
"heat home",13
"heat oil",65
"heavi attack",12
"heavi borrow",51
"heavi burden",94
"heavi capit",14
"heavi concentr",45
"heavi cost",50
"heavi credit",18
"heavi debt",64
"heavi deficit",27
"heavi demand",70
"heavi depend",34
"heavi emphasi",21
"heavi feder",14
"heavi hand",19
"heavi indebted",14
"heavi industri",24
"heavi invest",16
"heavi leverag",14
"heavi lift",20
"heavi loan",19
"heavi loss",25
"heavi pressur",31
"heavi relianc",91
"heavi respons",15
"heavi tax",11
"heavi toll",23
"heavi use",15
"heavi user",12
"heavi volum",29
"heavi weight",15
"heavier burden",17
"heavili affect",13
"heavili bank",20
"heavili borrow",11
"heavili commerci",14
"heavili concentr",67
"heavili debt",23
"heavili depend",129
"heavili discount",11
"heavili engag",17
"heavili expos",15
"heavili feder",14
"heavili financ",21
"heavili indebt",127
"heavili influenc",78
"heavili involv",50
"heavili market",14
"heavili monetari",17
"heavili orient",13
"heavili regul",30
"heavili repres",11
"heavili short",16
"heavili small",12
"heavili tax",12
"heavili upon",32
"heavili weight",31
"hebden michael",14
"hedg account",11
"hedg fund",387
"hedg inflat",39
"hedg posit",14
"hedg risk",63
"hedg specul",12
"hedg strategi",29
"heed lesson",12
"height crisi",31
"height financi",16
"heighten attent",12
"heighten awar",27
"heighten competit",45
"heighten concern",46
"heighten degre",19
"heighten econom",12
"heighten geopolit",12
"heighten inflationari",16
"heighten interest",22
"heighten level",13
"heighten risk",48
"heighten secur",20
"heighten sens",14
"heighten sensit",14
"heighten uncertainti",97
"held abroad",49
"held account",100
"held around",12
"held asset",12
"held back",93
"held balanc",16
"held bank",190
"held belief",27
"held billion",41
"held black",17
"held board",13
"held brook",19
"held busi",19
"held central",18
"held check",37
"held collater",12
"held commerc",22
"held commerci",38
"held communiti",12
"held confer",16
"held constant",47
"held cost",12
"held debt",16
"held demand",12
"held deposit",26
"held dollar",17
"held eight",11
"held expect",11
"held fair",18
"held fed",39
"held feder",138
"held financi",33
"held firm",23
"held first",11
"held foreign",53
"held form",30
"held gold",11
"held govern",35
"held hear",30
"held household",20
"held individu",27
"held inflat",15
"held institut",16
"held interest",14
"held jackson",75
"held job",23
"held just",14
"held larg",37
"held largest",19
"held last",26
"held less",19
"held major",12
"held mani",19
"held market",17
"held matur",15
"held meet",11
"held member",31
"held million",12
"held moder",16
"held money",15
"held near",17
"held negro",11
"held new",35
"held nonbank",26
"held nonmemb",11
"held one",30
"held outsid",27
"held part",15
"held per",59
"held percent",48
"held portfolio",22
"held price",12
"held principl",14
"held privat",26
"held public",104
"held quit",21
"held reason",27
"held relat",26
"held reserv",43
"held respons",20
"held short",12
"held steadi",43
"held surpris",12
"held system",13
"held three",11
"held time",20
"held top",16
"held true",12
"held two",18
"held u",49
"held unit",21
"held view",59
"held washington",21
"held well",51
"held wide",14
"held year",22
"helen hotchkiss",12
"helena branch",29
"heller member",32
"help account",29
"help achiev",126
"help address",74
"help advanc",29
"help agenc",13
"help align",13
"help allevi",44
"help along",16
"help also",13
"help american",35
"help analysi",17
"help anchor",87
"help answer",21
"help area",25
"help arrang",16
"help assess",27
"help assur",52
"help attract",21
"help avoid",123
"help balanc",17
"help bank",197
"help banker",28
"help becom",13
"help begin",13
"help believ",12
"help better",25
"help board",11
"help bolster",40
"help boost",61
"help borrow",34
"help break",15
"help bridg",13
"help bring",168
"help broaden",11
"help buffer",13
"help build",67
"help buoy",12
"help busi",46
"help calm",14
"help can",36
"help caus",21
"help central",25
"help chang",15
"help channel",12
"help citi",11
"help citizen",11
"help clarifi",51
"help close",12
"help come",11
"help comment",26
"help committe",13
"help communiti",80
"help compani",15
"help congress",24
"help consid",15
"help consum",94
"help contain",40
"help continu",16
"help contribut",21
"help control",28
"help coordin",15
"help correct",14
"help counter",19
"help countri",43
"help creat",158
"help curb",22
"help cushion",29
"help custom",16
"help dampen",37
"help deal",31
"help decid",12
"help defin",13
"help deliv",15
"help design",11
"help determin",77
"help develop",85
"help devis",11
"help direct",16
"help displac",22
"help drive",32
"help eas",80
"help econom",21
"help economi",146
"help educ",31
"help effect",13
"help effort",16
"help elimin",25
"help encourag",41
"help end",16
"help enhanc",16
"help ensur",420
"help establish",44
"help evalu",22
"help even",17
"help examin",22
"help exampl",15
"help expand",15
"help explain",245
"help export",13
"help facilit",50
"help famili",49
"help farmer",14
"help father",12
"help fed",63
"help feder",61
"help fill",28
"help financ",104
"help financi",58
"help find",23
"help firm",58
"help first",12
"help focus",38
"help fomc",24
"help forecast",13
"help forestal",16
"help formul",36
"help foster",109
"help frame",11
"help fuel",44
"help fund",21
"help gaug",12
"help generat",46
"help get",40
"help give",25
"help govern",25
"help great",26
"help grow",16
"help guard",11
"help guid",71
"help hand",11
"help hold",47
"help homeown",13
"help hous",26
"help household",30
"help howev",17
"help hurt",12
"help identifi",102
"help illustr",39
"help implement",12
"help improv",158
"help increas",100
"help individu",32
"help industri",25
"help inform",76
"help institut",35
"help insul",40
"help insur",25
"help keep",284
"help know",14
"help larg",12
"help launch",19
"help lay",15
"help lead",24
"help lender",13
"help level",11
"help limit",46
"help local",17
"help long",17
"help look",22
"help low",22
"help lower",70
"help maintain",145
"help make",308
"help manag",55
"help mani",63
"help market",73
"help meet",177
"help member",12
"help minim",46
"help mississippi",12
"help mitig",86
"help moder",44
"help monetari",14
"help monitor",13
"help mortgag",13
"help motiv",12
"help move",46
"help much",19
"help nation",42
"help o",14
"help offset",136
"help one",30
"help open",11
"help organ",29
"help other",12
"help overal",17
"help overcom",28
"help particip",14
"help pay",16
"help peopl",132
"help point",12
"help policymak",37
"help predict",16
"help prepar",45
"help preserv",48
"help prevent",138
"help privat",15
"help process",18
"help produc",31
"help promot",160
"help protect",47
"help provid",141
"help public",96
"help push",39
"help put",64
"help rais",40
"help re",13
"help rebuild",16
"help recal",11
"help reduc",294
"help regard",39
"help region",26
"help reinforc",19
"help reliev",17
"help rememb",15
"help resolv",42
"help rest",15
"help restor",114
"help restrain",35
"help return",16
"help revers",17
"help review",24
"help revit",12
"help reviv",22
"help safeguard",11
"help secur",22
"help see",11
"help serv",14
"help servic",18
"help set",53
"help shape",98
"help shield",11
"help shift",11
"help slow",21
"help small",33
"help smooth",16
"help solv",52
"help somewhat",13
"help speed",33
"help spur",34
"help stabil",168
"help start",12
"help state",32
"help stem",14
"help still",11
"help stimul",60
"help strengthen",74
"help student",57
"help summar",15
"help supervisor",13
"help support",187
"help sustain",104
"help take",27
"help teach",12
"help temper",12
"help think",49
"help thrift",11
"help time",18
"help transform",12
"help turn",11
"help u",33
"help understand",79
"help us",958
"help view",11
"help want",25
"help work",11
"help worker",62
"help young",16
"henc bank",16
"henc can",12
"henc economi",12
"henc expect",16
"henc feder",12
"henc fomc",15
"henc higher",12
"henc increas",18
"henc inflat",18
"henc interest",11
"henc less",12
"henc long",17
"henc lower",18
"henc may",17
"henc monetari",38
"henc potenti",13
"henc price",19
"henc reduc",12
"henc risk",11
"hendren patrick",12
"henri c",303
"henri ford",18
"henri s",28
"henri thornton",23
"henri wallich",18
"herb kelleh",14
"herb stein",17
"herbert stein",20
"herein necessarili",17
"hesit among",18
"hesit make",17
"hesit take",15
"hess chung",12
"hi s",29
"hidden cost",11
"hidden reserv",13
"hidden tax",13
"hide behind",12
"hie board",12
"hie econom",11
"hie joo",13
"hierarch mandat",19
"high acceler",19
"high accommod",257
"high achiev",12
"high actual",14
"high addit",18
"high advers",12
"high agenda",13
"high also",17
"high although",19
"high among",22
"high asset",29
"high attract",14
"high autom",18
"high averag",35
"high bank",34
"high bar",16
"high benefici",22
"high billion",32
"high budget",21
"high busi",24
"high c",14
"high can",12
"high capac",28
"high capit",57
"high central",12
"high chang",11
"high cid",20
"high compar",13
"high competit",116
"high complex",46
"high concentr",94
"high confid",15
"high consequ",12
"high construct",13
"high consum",39
"high consumpt",11
"high continu",11
"high controversi",15
"high corpor",11
"high correl",48
"high cost",366
"high countri",14
"high credibl",14
"high credit",48
"high current",19
"high cyclic",16
"high debt",72
"high decentr",36
"high deficit",19
"high degre",315
"high demand",66
"high depend",38
"high desir",116
"high despit",15
"high develop",64
"high digit",19
"high divers",23
"high dollar",81
"high domest",24
"high dynam",15
"high earli",12
"high earn",19
"high econom",36
"high economi",17
"high educ",64
"high effect",44
"high effici",37
"high employ",344
"high end",44
"high energi",50
"high enough",118
"high especi",14
"high even",42
"high exampl",11
"high exchang",18
"high expans",23
"high expansionari",25
"high expect",51
"high expos",12
"high exposur",11
"high favor",15
"high fed",21
"high feder",20
"high fee",18
"high financi",24
"high firm",11
"high first",26
"high fix",20
"high flexibl",15
"high foreclosur",16
"high foreign",14
"high fragment",13
"high frequenc",78
"high govern",18
"high grade",58
"high greater",19
"high grow",13
"high growth",151
"high high",18
"high higher",11
"high histor",108
"high hope",22
"high hous",13
"high howev",11
"high impact",16
"high import",54
"high incom",104
"high increas",30
"high indebt",11
"high industri",32
"high inflat",684
"high inflationari",44
"high innov",13
"high integr",47
"high inter",18
"high interconnect",18
"high interest",966
"high invest",25
"high labor",29
"high larg",14
"high last",14
"high le",16
"high level",1718
"high leverag",290
"high like",33
"high liquid",140
"high list",21
"high loan",55
"high long",47
"high low",99
"high mani",43
"high margin",25
"high mark",14
"high market",62
"high may",21
"high measur",13
"high million",21
"high mislead",11
"high mobil",22
"high monetari",12
"high moreov",15
"high mortgag",22
"high nation",36
"high near",22
"high net",19
"high nomin",70
"high now",18
"high number",37
"high oil",36
"high one",32
"high oper",12
"high order",14
"high pace",18
"high paid",14
"high part",19
"high particular",12
"high past",13
"high pay",38
"high peopl",12
"high per",47
"high percent",230
"high percentag",42
"high perform",36
"high period",15
"high persist",50
"high person",13
"high plateau",12
"high point",40
"high potenti",18
"high poverti",18
"high power",52
"high predict",23
"high premium",21
"high present",21
"high pressur",48
"high price",222
"high prioriti",194
"high probabl",66
"high product",126
"high profil",55
"high profit",68
"high propens",11
"high proport",44
"high prospect",13
"high protect",13
"high public",39
"high qualifi",20
"high qualiti",477
"high question",12
"high r",13
"high rate",976
"high ratio",22
"high reach",16
"high real",236
"high recent",36
"high recess",12
"high regard",38
"high regul",24
"high relat",136
"high relev",18
"high reliabl",11
"high requir",12
"high reserv",15
"high resourc",17
"high respect",25
"high respons",15
"high restrict",14
"high return",95
"high rise",173
"high risk",209
"high road",20
"high s",33
"high save",58
"high school",1012
"high second",13
"high sensit",47
"high share",24
"high short",14
"high side",25
"high signific",29
"high skill",153
"high social",40
"high sophist",30
"high special",38
"high specif",14
"high specul",15
"high speed",104
"high standard",127
"high stimul",43
"high stock",11
"high stress",18
"high success",36
"high suggest",15
"high sustain",13
"high tariff",15
"high tax",53
"high tech",753
"high technic",30
"high technolog",103
"high though",18
"high thus",34
"high time",67
"high today",16
"high trade",17
"high train",25
"high two",13
"high u",26
"high uncertain",138
"high uncertainti",18
"high undesir",15
"high unemploy",412
"high unit",14
"high unlik",58
"high unpredict",14
"high unstabl",24
"high unusu",31
"high use",19
"high util",21
"high vacanc",30
"high valu",176
"high variabl",82
"high visibl",40
"high volatil",105
"high volum",47
"high vulner",13
"high wage",79
"high want",17
"high weight",11
"high well",13
"high year",29
"high yet",18
"high yield",145
"higher actual",20
"higher amount",20
"higher anticip",26
"higher asset",23
"higher averag",138
"higher bank",23
"higher bar",11
"higher busi",11
"higher capit",227
"higher ceil",19
"higher charg",15
"higher clear",15
"higher commod",17
"higher compar",11
"higher compens",12
"higher concentr",11
"higher consum",29
"higher core",14
"higher cost",410
"higher countri",14
"higher credit",63
"higher current",40
"higher debt",31
"higher deficit",11
"higher degre",50
"higher delinqu",11
"higher demand",57
"higher deposit",21
"higher desir",16
"higher dollar",26
"higher domest",17
"higher earli",13
"higher earlier",13
"higher earn",53
"higher econom",40
"higher educ",541
"higher employ",63
"higher end",35
"higher energi",212
"higher equilibrium",14
"higher equiti",12
"higher estim",21
"higher even",20
"higher exampl",20
"higher exempt",13
"higher expect",110
"higher export",22
"higher fed",13
"higher feder",21
"higher fee",15
"higher figur",14
"higher first",11
"higher food",20
"higher foreign",16
"higher fraction",12
"higher frequenc",14
"higher fund",35
"higher futur",53
"higher gasolin",14
"higher gdp",11
"higher gear",15
"higher general",11
"higher given",12
"higher govern",18
"higher growth",136
"higher higher",44
"higher home",31
"higher hous",17
"higher import",33
"higher incom",236
"higher increas",27
"higher inflat",765
"higher input",20
"higher insur",19
"higher interest",760
"higher inventori",11
"higher invest",22
"higher labor",36
"higher last",52
"higher learn",33
"higher level",641
"higher leverag",42
"higher like",28
"higher likelihood",11
"higher liquid",12
"higher live",86
"higher loan",19
"higher long",76
"higher longer",25
"higher loss",18
"higher lower",82
"higher mani",23
"higher margin",26
"higher market",40
"higher median",11
"higher minimum",21
"higher monetari",15
"higher money",16
"higher moreov",12
"higher mortgag",24
"higher nation",67
"higher net",28
"higher new",11
"higher next",14
"higher nomin",32
"higher non",11
"higher normal",27
"higher now",54
"higher number",14
"higher odd",13
"higher oil",160
"higher one",20
"higher oper",11
"higher otherwis",61
"higher output",31
"higher overal",22
"higher p",11
"higher paid",11
"higher particip",12
"higher past",20
"higher path",14
"higher pay",61
"higher payment",14
"higher per",46
"higher percent",122
"higher percentag",37
"higher period",14
"higher person",11
"higher polici",16
"higher potenti",14
"higher pre",11
"higher premium",23
"higher previous",44
"higher price",964
"higher prioriti",26
"higher probabl",16
"higher product",293
"higher productiv",13
"higher profession",12
"higher profit",70
"higher project",12
"higher proport",75
"higher qualiti",82
"higher rate",902
"higher rather",13
"higher ratio",22
"higher real",142
"higher recent",20
"higher recess",11
"higher relat",28
"higher requir",31
"higher reserv",19
"higher return",204
"higher rise",21
"higher risk",241
"higher s",23
"higher salari",18
"higher sale",17
"higher save",65
"higher share",45
"higher short",29
"higher sinc",20
"higher skill",63
"higher small",11
"higher social",34
"higher spend",30
"higher spread",13
"higher standard",187
"higher state",15
"higher still",11
"higher stock",20
"higher sustain",12
"higher target",15
"higher tax",207
"higher time",29
"higher today",43
"higher trend",59
"higher u",36
"higher unemploy",173
"higher unit",27
"higher usual",11
"higher util",17
"higher valu",60
"higher volatil",15
"higher wage",246
"higher well",13
"higher without",13
"higher world",13
"higher year",94
"higher yield",190
"highest bidder",11
"highest credit",11
"highest degre",12
"highest incom",16
"highest interest",12
"highest level",270
"highest pay",12
"highest percentag",16
"highest possibl",34
"highest prioriti",56
"highest qualiti",56
"highest rate",114
"highest ratio",11
"highest return",15
"highest risk",19
"highest sinc",20
"highest standard",40
"highest sustain",24
"highest unemploy",14
"highest valu",27
"highest world",11
"highest year",23
"highlight challeng",22
"highlight differ",11
"highlight difficulti",14
"highlight fact",24
"highlight feder",16
"highlight import",128
"highlight issu",12
"highlight key",28
"highlight need",43
"highlight number",14
"highlight one",19
"highlight potenti",16
"highlight presid",28
"highlight recent",11
"highlight risk",31
"highlight role",16
"highlight sever",16
"highlight structur",11
"highlight three",35
"highlight two",26
"highway construct",14
"highway system",26
"hike year",13
"hill survey",17
"hilton hotel",54
"hinder abil",16
"hinder econom",19
"hindsight can",17
"hire addit",16
"hire busi",19
"hire can",13
"hire compens",11
"hire decis",12
"hire fire",27
"hire invest",69
"hire manag",11
"hire new",60
"hire peopl",14
"hire perman",11
"hire pick",19
"hire plan",28
"hire practic",13
"hire rate",16
"hire temporari",13
"hire train",20
"hire worker",62
"hispan asian",11
"hispan borrow",11
"hispan famili",23
"hispan household",15
"hispan men",17
"hispan own",15
"hispan percent",15
"hispan white",59
"hispan women",23
"hispan worker",28
"histor analysi",21
"histor associ",14
"histor averag",118
"histor background",14
"histor bank",24
"histor behavior",15
"histor black",16
"histor case",14
"histor chang",11
"histor comparison",13
"histor context",38
"histor cost",35
"histor data",80
"histor develop",18
"histor disadvantag",11
"histor econom",13
"histor episod",41
"histor event",17
"histor evid",81
"histor exampl",27
"histor experi",168
"histor fact",11
"histor financi",12
"histor forecast",16
"histor growth",11
"histor high",240
"histor import",12
"histor larg",34
"histor less",12
"histor level",39
"histor loss",14
"histor low",331
"histor norm",106
"histor normal",11
"histor pattern",45
"histor peak",14
"histor per",12
"histor perform",11
"histor period",21
"histor perspect",96
"histor polici",15
"histor preced",45
"histor rang",27
"histor rate",18
"histor reason",11
"histor record",87
"histor regular",13
"histor relat",13
"histor relationship",116
"histor review",12
"histor role",28
"histor signific",11
"histor standard",418
"histor statist",11
"histor strong",16
"histor trend",36
"histor u",16
"histor underserv",18
"histor unit",12
"histor unpreced",23
"histor unusu",18
"histor y",20
"histori also",52
"histori although",13
"histori american",25
"histori bank",58
"histori believ",12
"histori book",16
"histori busi",11
"histori can",15
"histori central",30
"histori certain",11
"histori civil",17
"histori clear",13
"histori condit",12
"histori countri",30
"histori current",21
"histori data",13
"histori demonstr",35
"histori econom",39
"histori economi",14
"histori fact",22
"histori fed",28
"histori feder",67
"histori financi",41
"histori first",13
"histori futur",11
"histori give",14
"histori govern",19
"histori guid",35
"histori howev",17
"histori import",15
"histori indic",12
"histori inflat",23
"histori just",14
"histori know",12
"histori last",11
"histori long",12
"histori major",13
"histori make",15
"histori mani",20
"histori market",12
"histori may",18
"histori monetari",20
"histori nation",31
"histori new",12
"histori now",13
"histori one",23
"histori past",43
"histori period",19
"histori polit",11
"histori provid",37
"histori recent",18
"histori repeat",22
"histori replet",19
"histori republ",13
"histori s",39
"histori seri",16
"histori show",55
"histori shown",37
"histori suggest",77
"histori taught",14
"histori teach",28
"histori tell",48
"histori term",13
"histori texa",12
"histori thrift",21
"histori time",13
"histori u",31
"histori unit",54
"histori vol",16
"histori well",17
"histori world",19
"histori year",11
"hit bottom",27
"hit economi",91
"hit effect",15
"hit especi",13
"hit financi",21
"hit hard",70
"hit harder",19
"hit hardest",32
"hit high",11
"hit inflat",30
"hit low",29
"hit mani",13
"hit market",15
"hit new",14
"hit particular",28
"hit percent",54
"hit recess",11
"hit record",11
"hit target",37
"hit time",11
"hit zero",42
"hit zlb",18
"hmda data",207
"hmda report",18
"hmda requir",12
"ho u",23
"ho w",32
"hodgepodg o",12
"hoepa loan",14
"hoey helen",12
"hold account",32
"hold addit",33
"hold agenc",25
"hold also",17
"hold amount",19
"hold asset",105
"hold averag",11
"hold back",259
"hold balanc",29
"hold bank",65
"hold billion",44
"hold bond",26
"hold busi",14
"hold c",21
"hold can",11
"hold canpani",23
"hold capit",79
"hold cash",68
"hold central",32
"hold certain",14
"hold chang",11
"hold check",17
"hold cid",28
"hold com",45
"hold commerci",11
"hold compani",5592
"hold confer",18
"hold consider",16
"hold constant",13
"hold consum",19
"hold continu",12
"hold corpor",19
"hold cost",38
"hold countri",11
"hold cours",17
"hold cover",11
"hold credit",23
"hold currenc",44
"hold current",20
"hold debt",17
"hold demand",39
"hold deposit",50
"hold develop",12
"hold digit",11
"hold dollar",97
"hold econom",14
"hold economi",18
"hold enough",14
"hold equiti",40
"hold even",39
"hold exampl",12
"hold excess",16
"hold expand",14
"hold expect",13
"hold fair",16
"hold fed",42
"hold feder",76
"hold financi",33
"hold firm",16
"hold first",12
"hold foreign",56
"hold form",13
"hold fund",31
"hold futur",15
"hold given",15
"hold gold",28
"hold govern",59
"hold great",28
"hold growth",39
"hold hear",34
"hold high",30
"hold higher",19
"hold hope",13
"hold hous",15
"hold household",12
"hold import",16
"hold increas",35
"hold inflat",104
"hold ing",28
"hold institut",11
"hold instrument",12
"hold interest",84
"hold inventori",29
"hold invest",20
"hold job",43
"hold just",12
"hold key",17
"hold larg",60
"hold larger",34
"hold last",12
"hold late",11
"hold less",24
"hold level",20
"hold line",51
"hold liquid",81
"hold littl",15
"hold loan",34
"hold long",95
"hold longer",74
"hold m",18
"hold manag",11
"hold mani",17
"hold market",26
"hold matur",12
"hold meet",19
"hold monetari",35
"hold money",110
"hold mortgag",39
"hold much",17
"hold near",12
"hold new",35
"hold non",24
"hold now",31
"hold one",19
"hold onto",31
"hold part",17
"hold particular",17
"hold per",39
"hold percent",58
"hold period",52
"hold place",11
"hold polici",38
"hold portfolio",20
"hold press",27
"hold price",51
"hold primarili",14
"hold privat",14
"hold promis",110
"hold public",24
"hold rate",42
"hold rather",12
"hold real",19
"hold reduc",16
"hold relat",50
"hold requir",18
"hold reserv",127
"hold result",14
"hold risk",15
"hold riski",14
"hold rough",11
"hold save",16
"hold secur",100
"hold share",24
"hold short",79
"hold signific",24
"hold sinc",16
"hold small",14
"hold spend",29
"hold state",26
"hold steadi",41
"hold still",17
"hold stock",37
"hold strong",11
"hold substanti",28
"hold suffici",25
"hold system",12
"hold tax",15
"hold thought",11
"hold three",11
"hold time",27
"hold today",13
"hold total",21
"hold transact",20
"hold treasuri",83
"hold trillion",31
"hold true",60
"hold two",19
"hold u",102
"hold unemploy",18
"hold unit",12
"hold us",30
"hold use",16
"hold valu",13
"hold vault",14
"hold view",51
"hold wage",22
"hold well",21
"holder asset",14
"holder card",12
"holder dollar",12
"holder due",16
"holder long",15
"holder may",15
"holder must",16
"holder pay",11
"holder s",11
"hole confer",20
"hole wy",21
"hole wyo",101
"hole wyom",36
"holiday season",30
"holiday spend",12
"holiday time",12
"holiday weekend",15
